University,UG Programs,PG Programs
Ural State Law University,,
Norwegian University of Life Sciences,,
Sveučilište u Mostaru,,
Mirpur University of Science and Technology (MUST),,
New Bulgarian University,,
Office for General Enquiry,,
Rutgers University–New Brunswick,Bachelor of Arts in Business Administration; Bachelor of Science in Labor and Employment Relations; Bachelor of Science in Nursing,Master of Accountancy in Governmental Accounting
University of Dayton,,
Tongmyung University of Information Technology ,,
National Institute of Technology Rourkela,,
HTMi Hotel and Tourism Management Institute Switzerland,,
Wroclaw University of Economics ,,
King Khalid University,,
Fundesem Business School,,
Volgograd State Medical University,,
Saba University School of Medicine,,
NED University of Engineering and Technology,,
Moscow State Linguistic University,,
Mahidol University,,
Yury Gagarin State Technical University of Saratov,,
O.P. Jindal Global University,"BBA (Hons.); BBA (Hons.) - Business Analytics; BBA (Hons.) Family Business; BBA (Hons.) Financial Markets; Integrated BBA (Hons.) + MBA; B.A. (Hons.) Criminology & Criminal Justice; B.A. (Hons.) Legal Studies; B.A. LL.B. (Hons.); B.A. (Hons.) Built Environment Studies; Bachelor of Architecture (B. Arch); Bachelor of Design (B.Des.) - Interior; Bachelor of Design (B.Des.) – Community and Urban Development; B. Com. (Hons) Capital Markets (with NSE Academy); B.A. (Hons.) Finance & Entrepreneurship; B.Com. (Hons.); Global B.Com. (Hons.) with Deakin University, Australia; B.A. (Hons.) Environmental Studies; B.A./B.Sc. (Hons.) Sustainable Development; B.A. (Hons.) Economics; B.A. (Hons.) Public Policy; B.A. (Hons.) Diplomacy & Foreign Policy; B.A. (Hons.) Global Affairs; B.A. (Hons.) Political Science; B.A. (Hons.) Journalism & Media Studies; Bachelor of Arts (Honours) in Film & New Media; B.A. (Hons.) English; B.A. (Hons.) Liberal Arts and Humanities; B.A. (Hons.) Sociology; Bachelor of Fine Arts (Hons.); B.A. (Hons.) Psychology; B.A. (Hons.) Human Rights","LL.B.(Hons); LL.M.; LL.M. in Environmental Law, Energy and Climate Change; M.Sc. Finance; M.A. Economics; M.A. Public Policy; M.A. Diplomacy, Law and Business; PG Diploma in Research & Innovation (JFP); M.A. / M.Sc. in Applied Psychology; Masters in Public Health"
Pharos University in Alexandria,,
Universidade Federal de Uberlândia,,
Silk Road International University of Tourism and Cultural Heritage,,
Rice University,"B.A. in Architecture; BA in Ancient Mediterranean Civilizations - Archaeological Methods and Theory; BA in Architectural Studies; BA in Art History - Art History Major - History of Architecture Track; BA in Art History - Regular Art History Major; BA in Art History - Transfer Credit; BA in Civil and Environmental Engineering; BA in Classical Studies - Classical Civilizations Track; BA in Classical Studies - Classical Languages Track; BA in English; BA in History; BA in Latin American Studies; BA in Linguistics; BA in Music; BA in Philosophy; BA in Spanish and Portuguese - Double Majors; BA in Spanish and Portuguese - Single Majors; BA in Visual and Dramatic Arts - Film and Photography Track: Double Major; BA in Visual and Dramatic Arts - Film and Photography Track: Single Major; BA in Visual and Dramatic Arts - Studio Art Track: Double Major; BA in Visual and Dramatic Arts - Studio Art Track: Single Major; BS in Civil Engineering - Environmental Engineering; Bachelor of Architecture (BArch); Bachelor of Music; BA in Managerial Studies; BA in Sport Management; BA in Chemical Engineering; BA in Computer Science; BA in Electrical Engineering - Computer Engineering; BA in Electrical Engineering - Neuroengineering; BA in Electrical Engineering - Photonics, Electronics, and Nano devices; BA in Electrical Engineering - Systems: Control, Communication, and Signal Processing; BA in Mechanical Engineering; BS in Chemical Engineering; BS in Civil Engineering - Hydrology and Water Resources; BS in Civil Engineering - Structural Engineering and Mechanics; BS in Civil Engineering - Urban Infrastructure, Reliability and Management; BS in Computer Science; BS in Electrical Engineering - Computer Engineering; BS in Electrical Engineering - Neuroengineering; BS in Electrical Engineering - Photonics, Electronics, and Nano-devices; BS in Electrical Engineering - Systems: Control, Communication, and Signal Processing; BS in Mechanical Engineering; BA in Anthropology - Anthropological archaeology Track; BA in Anthropology - Social cultural anthropology Track; BA in Biochemistry and Cell Biology; BA in Biological Sciences; BA in Cognitive Sciences - Linguistics; BA in Cognitive Sciences - Neuroscience; BA in Cognitive Sciences - Philosophy; BA in Cognitive Sciences - Psychology; BA in Ecology and Evolutionary Biology; BA in Kinesiology - Health Sciences Concentration; BA in Kinesiology - Sports Medicine Concentration; BA in Policy Studies - Healthcare management; BA in Psychology; BA in Study of Women, Gender, and Sexuality; BS in Biochemistry and Cell Biology; BS in Bioengineering; BS in Ecology and Evolutionary Biology; BS in Physics - Biological Physics Option; BA in Astronomy; BA in Chemistry; BA in Computational and Applied Mathematics; BA in Earth Science; BA in Environmental Science; BA in Mathematics; BA in Physics; BA in Policy Studies - Environmental policy; BA in Statistics; BS in Astrophysics; BS in Chemical Physics; BS in Chemistry - Specialization in Biological and Medicinal Chemistry; BS in Chemistry - Specialization in Inorganic Chemistry and Inorganic Materials; BS in Chemistry - Specialization in Organic Chemistry; BS in Chemistry - Specialization in Physical and Theoretical Chemistry; BS in Earth Science - Environmental Earth Science Track; BS in Earth Science - Geochemistry Track; BS in Earth Science - Geology Track; BS in Earth Science - Geophysics Track; BS in Earth Science - Self Designed Track; BS in Mathematics; BS in Physics - Applied Physics Option; BS in Physics - Computational Physics Option; BS in Physics - General Physics Option; BA in Ancient Mediterranean Civilizations - Christian Civilization; BA in Ancient Mediterranean Civilizations - Comparative; BA in Ancient Mediterranean Civilizations - Graeco-Roman Civilization; BA in Ancient Mediterranean Civilizations - Islamic Civilization; BA in Ancient Mediterranean Civilizations - Jewish Civilization; BA in Ancient Mediterranean Civilizations - Themes Across Time; BA in Asian Studies; BA in Economics; BA in French Studies - Double Major; BA in French Studies - Single Major; BA in German Studies - Double Major; BA in German Studies - Single Major; BA in Mathematical Economic Analysis; BA in Medieval and Early Modern Studies; BA in Policy Studies - International affairs; BA in Policy Studies - Law and justice; BA in Policy Studies - Urban and social change; BA in Political Science; BA in Religion; BA in Sociology",MA in Architecture; MA in Art History; MA in English; MA in History; MA in Philosophy; MS in Civil and Environmental Engineering; Master of Architecture (MArch) - Option 1; Master of Architecture (MArch) - Option 2; Master of Civil and Environmental Engineering; Master of Music - Bassoon Performance; Master of Music - Clarinet Performance; Master of Music - Composition; Master of Music - Double Bass Performance; Master of Music - Flute Performance; Master of Music - Harp Performance; Master of Music - Horn Performance; Master of Music - Musicology; Master of Music - Oboe Performance; Master of Music - Organ Performance; Master of Music - Percussion Performance; Master of Music - Piano Chamber Music and Accompanying; Master of Music - Piano Performance; Master of Music - String Quartet; Master of Music - Trombone Performance; Master of Music - Trumpet Performance; Master of Music - Tuba Performance; Master of Music - Viola Performance; Master of Music - Violin Performance; Master of Music - Voice Performance; Master of Bioengineering - Global Medical Innovation (GMI) track; MS in Chemical Engineering; MS in Computer Science; MS in Mechanical Engineering; Master of Chemical Engineering; Master of Computer Science; Master of Electrical Engineering; Master of Mechanical Engineering; MA in Anthropology; MA in Biochemistry and Cell Biology; MA in Ecology and Evolutionary Biology; MS in Bioengineering; MS in Ecology and Evolutionary Biology; Master of Bioengineering - Applied Bioengineering track; MA in Chemistry; MA in Computational and Applied Mathematics; MA in Mathematics; MA in Statistics; MS in Earth Science; Master of Computational and Applied Mathematics; Master of Statistics; Master of Accounting; MA in Economics; MA in Political Science; MA in Religion; MA in Sociology; MS in Teaching Physics; Master of Arts in Teaching; Master of Energy Economics; Master of Liberal Studies; Master of Music - Vocal Coaching
Universitas Mercu Buana,,
Euromed Management,,
Swiss Institute for Management and Hospitality (SWISS IM&H),,
Preston University Kohat,,
ESIC Business & Marketing School,Bachelor's Degree in International Business; Bachelor´S Degree In Data Science; Bachelor´s Degree in Business Administration and Management; Bachelor´s Degree in Digital Business; Bachelor´s Degree in Marketing; Degree in Global Marketing Management; Bachelor's Degree in Advertising and Public Relations; Bachelor's Degree in Communication and Public Relations,"Master in Artificial Intelligence; Master in Big Data and Business Analytics; Master in Corporate Finance; Master in Customer Experience: Innovation & Design Thinking; Master in Cybersecurity; Master in Digital Business; Master in Digital Marketing; Master in Fashion & Luxury Marketing and Communication Management; Master in International Trade & Business; Master in Management; Master in Marketing Management; Master in Project Management and Agile Methodologies; Master in Sports Marketing Management; Master in Tourism Marketing Management; Master of Finance; Master's Degree in Marketing Management; Master's Degree in Marketing and Digital Management; Máster en Dirección de Marketing y Gestión Comercial [GESCO]; Master in Communication and Advertising Management [MPC]; Master in Logistics, Transport and Supply Chain Management; Master in People Management and Human Resources Management; Master's Degree in Communication and New Technologies Management; Master's Degree in People Management and Organizational Development"
SIMAD University,,
Deusto Business School,,
The University of Tampa,,
Ahmedabad University,,
Universidad Centroamericana (UCA),,
School of Information Systems and Technology,,
University of Alabama at Birmingham ,,
University of Information Technology and Communications,,
Plekhanov Russian University of Economics,"Accounting and Taxation; Accounting, Analysis and Audit; Business Statistics and Analytics; Commerce; Corporate Finance; Corporate Finance (English); Economics of Enterprises and Organizations; Finance and Credit; Finance and Credit (English); Global Economics; International Commerce; Macroeconomic Planning and Forecasting; Mathematical Methods in Economics; Applied Informatics in Economics; Engineering of Enterprise and Information Systems; Enterprise Architecture; Enterprise IT Infrastructure Management; Information Analytical Systems of Finance Monitoring; Information Security; System Programming and Web Development; Civil Law; Theoretical and Instrumental; Commodity Management and Expertise; Financial Management; Human Resources Management; Innovation and Investment Management; Logistics; Management in Innovation and Social Entrepreneurship; Management of Organization; Management of Organization (English); Managerial Psychology; Marketing; Marketing (English); Project Management; Public and Corporate Administration; Public and Municipal Administration; Restaurant Business Management; Sport Industry Management; Trading Network Management; Brand Management in Advertising; Graphic Design; Interactive Design and Media Art; Linguistics; Project Art and Fashion; Sociology; Engineering of High-tech Equipment; Economics and Hotel Business Management; Economics and Tourism Enterprise Management; Machines and Food Production Equipment; Technology of Organization of Restaurant Business","Accounting and Taxation in Commerce Organizations; Asset Management of Company; Business Analytics in Economics and Management; Corporate Finance; E-commerce and Internet Project Management; Economic Consulting; Economic Risks; Economics of Firm; Economics of High-Tech Industrial Enterprises; Evaluation Report Expertise; Finance Analytics; Finance Analytics (English); Financial Security of Company; Foreign Economic Activities; Human Resources Economics; Internal Control and Audit; International Business; International Corporate Finance (English); International Entrepreneurship; International Investment: Financial Tools and Tax Environment; Organization and Technology of Trade Business; Statistical and Mathematical Methods in Economic Forecasting; Strategic Planning of National Economy; E-business and Web-projects Management; Enterprises and Organizations Information Development Consulting; Information Systems and Technologies of Corporate Management; Integrated, Automated Organizational Technical and Economic Information Systems; Economic Activities Legal Support; Economic Crimes Prevention by Means of Criminal Law; Economic Law; Legal Support of Financial Services; Business Innovation Management; Business Psychology; Corporate Marketing; Ecological and Commodity Management; General and Strategic Management; Hospitality Industry Corporate Strategies; Innovation and Social Entrepreneurship; Integrated Logistics; Intellectual Property Commercialization Management; International Business; International Business (English); International Hotel and Tourism Business; International Innovation Management (English); International Marketing (English); Investment Projects Management; Luxury Goods and Services Brand Management; Management in Catering Industry; Management in Contract System; Management of Commerce; Management of Entrepreneurship; Marketing and Entrepreneurship in Global Economy; Marketing and Sales; Organization Human Resources Strategic Management; Political Management; Project Management; Property Management; Public Administration; Small and Medium Business Marketing Management; PR in Business Communications; Commodity Policy in Domestic and Foreign Trade; Corporate Strategies in Hospitality Industry; Technical Complex of Restaurant Industry"
Harvard University,Bachelor of Liberal Arts Degree Program,Master of Liberal Arts in Extension Studies (Creative Writing & Literature); Master of Liberal Arts in Extension Studies (Digital Media Design); Master of Liberal Arts in Extension Studies (Dramatic Arts); Master of Liberal Arts in Extension Studies (English); Master of Liberal Arts in Extension Studies (History); Master of Liberal Arts in Extension Studies (Museum Studies); Master of Liberal Arts in Extension Studies (Finance); Master of Liberal Arts in Extension Studies (Management); Master of Liberal Arts in Extension Studies (Bioengineering & Nanotechnology); Master of Liberal Arts in Extension Studies (Biotechnology); Master of Liberal Arts in Extension Studies (Software Engineering); Master of Liberal Arts in Extension Studies (Anthropology & Archaeology); Master of Liberal Arts in Extension Studies (Biology); Master of Liberal Arts in Extension Studies (Industrial-Organizational Psychology); Master of Liberal Arts in Extension Studies (Psychology); Master of Liberal Arts in Extension Studies (Sustainability); Master of Liberal Arts in Extension Studies (Data Science); Master of Liberal Arts in Extension Studies (Global Development Practice); Master of Liberal Arts in Extension Studies (Government); Master of Liberal Arts in Extension Studies (Information Management Systems); Master of Liberal Arts in Extension Studies (International Relations); Master of Liberal Arts in Extension Studies (Journalism); Master of Liberal Arts in Extension Studies (Mathematics for Teaching); Master of Liberal Arts in Extension Studies (Religion)
CMC Graduate School of Business,,
University of Guelph,"Art History; Bachelor of Landscape Architecture; Classical Studies; English; European Studies; French Studies; Geography; History; Music; Philosophy; Spanish and Hispanic Studies; Studio Art; Theatre Studies; Accounting; Management; Marketing Management; Public Management; Real Estate & Housing; Sociology; Biological Engineering; Biomedical Engineering; Computer Engineering; Computer Science; Criminal Justice and Public Policy; Engineering Systems and Computing; Engineering Systems and Computing; Environmental Engineering; Mechanical Engineering; Software Engineering; Water Resources Engineeringengi; Animal Biology; Animal Science; Anthropology; Applied Human Nutrition; Bio-Medical Science; Biological Science; Biomedical Toxicology; Food Industry Management; Food Science; Food and Agricultural Business; Food, Agricultural and Resource Economics; Human Kinetics; Microbiology; Molecular Biology and Genetics; Neuroscience; Nutritional and Nutraceutical Sciences; Plant Science; Psychology; Wildlife Biology and Conservation; Zoology; Biochemistry; Biological and Medical Physics; Biological and Pharmaceutical Chemistry; Chemical Physics; Chemistry; Crop, Horticulture and Turfgrass Sciences; Ecology; Environment and Resource Management; Environmental Biology; Environmental Economics & Policy; Environmental Geomatics; Environmental Governance; Environmental Management; Environmental Sciences; Equine Management; Marine & Freshwater Biology; Mathematical Economics; Mathematical Science; Nanoscience; Physical Science; Physics; Theoretical Physics; Biodiversity; Child Studies; Economics; Family Studies and Human Development; Hospitality and Tourism Management; International Development Studies; Management Economics and Finance; Political Science; Sport and Event Management","Art History and Visual Culture; English; European Studies; French Studies; Geography; History; Landscape Architecture; Latin American & Caribbean Studies; Philosophy; Studio Art; Conservation Leadership; Management; Marketing & Consumer Studies; Biomedical Sciences; Computer Science; Cybersecurity & Threat Intelligence; Engineering; Animal Biosciences; Biotechnology MBIOT; Capacity Development & Extension; Clinical Studies; Family Relations & Applied Nutrition; Food Safety & Quality Assurance; Food Science; Food, Agricultural & Resource Economics; Human Health & Nutritional Sciences; Integrative Biology; Neuroscience; Plant Agriculture; Population Medicine; Psychology (Applied Social Psychology); Public Health; Public Issues Anthropology; Biophysics; Chemistry; Environmental Sciences; Mathematics & Statistics; Molecular & Cellular Biology; Physics; Bioinformatics; Creative Writing; Criminology & Criminal Justice Policy; Critical Studies in Improvisation; Economics; International Development Studies; Leadership; Political Science; Rural Planning & Development; Sociology; Tourism & Hospitality; Toxicology"
University of Hafr Albatin,,
National University of Uzbekistan named after Mirzo Ulugbek,,
Department of Public Relations,,
Sebha University,Arabic Language; Arabic language; Arabic language and Quranic Sciences; Archeology and tourism; English; English; English; English; English language; French language; Geography; HIstory; History; History; Philosophy and Interpretation; languages and African Studies; Accounting; Business Administration; Economics; Finance and Banking; Human Resource Management; Architecture; Chemical engineering; Civil Engineering; Computer; Computer; Computer Science; Electrical and Electronic Engineering; Information Systems; Materials and corrosion engineering; Networks and Communications; Oil and gas engineering; Renewable energy engineering; computer science; Agricultural Engineering; Agricultural crops; Agricultural economics; Anesthesia Technology; Animal production; Bachelor of Agricultural Sciences in the field of food industry; Bachelor of Agricultural Sciences in veterinary field; Biology; Biology; Biology; Dentistry and Oral surgery; Department of Biology-Faculty of Education-Al-Ghuraifa; General Nursing; Horticulture; Human Medicine; Medical laboratories; Medical radiology; Microbiology; Microbiology; Midwifery and Neonatology; Pharmacy; Plant Protection; Psychology; Soil and water; Zoology; Biotechnology; Botany; Chemistry; Chemistry; Chemistry; Chemistry; Chemistry; Department of Physics-Faculty of Education-Al-Ghuraifa; Department of mathematics-faculty of Education-Al-Ghuraifa; Earth Sciences; Mathematics; Mathematics and statistics; Physics; Physics; Educational planning and management; Islamic Studies; Islamic Studies; Law; Media; Philosophy and Sociology; Physical Education; Political Science; Psychology; Quranic Sciences; Social Service; Sociology; Sociology; Statistics,Geography and geographic information systems; History; Islamic studies; Linguistics; Literature; Philosophy and Interpretation; Psychology; Health facilities management; Civil Engineering; Computer; Electrical and Electronic Engineering; Agricultural Economics; Animal production; Soil and water; Botany; Chemical Engineering; Earth Sciences; Energy Management; Mathematics; Organic + inorganic + analytical + physical; Physics; Renewable energies; Sociology
Karabuk University,,
Universidad Católica ,,
Deen Dayal Upadhyay Gorakhpur University,,
Campbellsville University,Associate of Science in General Studies; Bachelor of Science in Liberal Arts & Sciences; Certificate in Graduate English Studies; Associate of Science in Business Administration; Bachelor of Science in Business Administration; Bachelor of Science in Business Administration (Accounting); Bachelor of Science in Business Administration (Business Information Technology); Bachelor of Science in Business Administration (Healthcare Management); Bachelor of Science in Business Administration (Management); Bachelor of Science in Business Administration (Marketing); Bachelor of Science in General Business; Certificate in Accounting; RN to BSN; Associate of Science in Christian Studies; Associate of Science in Criminal Justice; Associate of Science in Education; Associate of Science in Mass Communication; Bachelor of Science in Business Administration (Human Resource Management); Bachelor of Science in Criminal Justice Administration; Bachelor of Science in Elementary Education (P–5); Bachelor of Science in Leadership & Missions; Bachelor of Science in Learning & Behavior Disorders (P–12)/Elementary Education (P–5); Bachelor of Science in Marriage and Family Ministry; Bachelor of Science in Pastoral Ministries; Bachelor of Science in Special Education - Learning Behavior Disorders Certification (P-12); Bachelor of Social Work; Certificate in Christian Ministry; Certificate in Digital/Social Media; Certificate in Guidance Counseling; Certificate in Moderate & Severe Disabilities (P-12); Director of Pupil Personnel (DPP) Certification; Director of Special Education Level 1; Director of Special Education Level 2; ESL Endorsement (P-12); Environmental Education Endorsement (P-12); Gifted & Talented Education Endorsement (P-12); Superintendent Certification; Supervisor of Instruction Certification,"Master of Arts in English; Master in Management and Leadership; Master of Arts in Sport Management (Administration); Master of Arts in Sport Management (Marketing); Master of Science in Data Science and Artificial Intelligence; Master of Science in Cloud Computing; Master of Science in Computer Science; Master of Science in Nursing (Family Nurse Practitioner); Master of Science in Nursing (Health System Leadership); Education Specialist of Educational Administration (Principal, Supervisor of Instruction and Director of Pupil Personnel); Education Specialist of Educational Administration (Supervisor of Instruction, Director of Pupil Personnel, Superintendent); Master of Arts in Education (School Counseling (P-12)); Master of Arts in Education (Teacher Leader); Master of Arts in Education (Teacher Leader) (Curriculum Emphasis); Master of Arts in Education (Teacher Leader) (ESL Endorsement); Master of Arts in Education (Teacher Leader) (Environmental Education Endorsement); Master of Arts in Education (Teacher Leader) (Gifted Education Endorsement); Master of Arts in Education (Teacher Leader) (Information Technology); Master of Arts in Education (Teacher Leader) (Interdisciplinary Early Childhood Education); Master of Arts in Educational Administration; Master of Arts in Educational Administration (Principal P-12); Master of Arts in Educational Administration (Superintendent P-12); Master of Arts in School Improvement; Master of Arts in Special Education (Initial Certification); Master of Arts in Special Education (Teacher Leader); Master of Arts in Sport Management; Master of Arts in Teaching (5-9); Master of Arts in Teaching (5-9) (English); Master of Arts in Teaching (5-9) (Mathematics); Master of Arts in Teaching (5-9) (Science); Master of Arts in Teaching (5-9) (Social Studies); Master of Arts in Teaching (8-12); Master of Arts in Teaching (8-12) (English); Master of Arts in Teaching (8-12) (Mathematics); Master of Arts in Teaching (8-12) (Science); Master of Arts in Teaching (8-12) (Social Studies); Master of Arts in Teaching (Early Childhood Education); Master of Arts in Teaching (Health and Physical Education); Master of Arts in Teaching (P-5); Master of Arts in Teaching English to Speakers of Other Languages (TESOL); Master of Divinity; Master of Divinity (Biblical Studies); Master of Divinity (Missions & Ministry Leadership); Master of Divinity (Pastoral Care & Chaplaincy); Master of Education in Montessori Teacher Education; Master of Music in Music Education; Master of Science in Justice Studies (Criminology); Master of Science in Justice Studies (Leadership in Social Justice); Master of Social Work; Master of Social Work (Advanced Standing); Master of Social Work (Clinical); Master of Social Work (Faith Based); Master of Social Work (Foundation); Master of Social Work (Substance Use Disorder); Master of Theology; Master of Theology (Biblical Studies); Master of Theology (Pastoral Leadership); Master of Theology (Theological Studies)"
University of South Florida - Muma College of Business,,
Caucasus International University,,
Saint Petersburg State Pediatric Medical University,,
RWTH Business School,,
"University of Agriculture, Faisalabad ",,
Stuart School of Business,,
Ventspils University of Applied Sciences,,
Gulf College,,
Florida Atlantic University - Boca Raton,,
The National Research University ,,
Universitas Dian Nuswantoro,,
Soran University,,
Southwest Jiaotong University,,
Cagayan State University,,
University of Toledo,"B.A. in Art History; Bachelor of Arts in English - General Literature; Bachelor of Arts in Foreign Languages - French; Bachelor of Arts in Foreign Languages - German; Bachelor of Arts in Foreign Languages - Spanish; Bachelor of Arts in Geography and Planning - Geographic Information Sciences; Bachelor of Arts in Geography and Planning - Planning; Bachelor of Arts in History; Bachelor of Arts in Law and Social Thought; Bachelor of Arts in Music; Bachelor of Arts in Philosophy; Bachelor of Arts in Theatre; Bachelor of Arts in Urban Studies; Bachelor of Arts in Visual Art; Bachelor of Education in Foreign Language Education: French; Bachelor of Education in Foreign Language Education: German; Bachelor of Education in Foreign Language Education: Spanish; Bachelor of Fine Arts in Studio Art - 2-D Studies; Bachelor of Fine Arts in Studio Art - 3-D Studies; Bachelor of Music in Music Performance - Guitar; Bachelor of Music in Music Performance - Instrumental Jazz; Bachelor of Music in Music Performance - Piano; Bachelor of Music in Music Performance - Strings; Bachelor of Music in Music Performance - Vocal Jazz; Bachelor of Music in Music Performance - Voice; Bachelor of Music in Music Performance - winds and Percussion; Bachelor of Science in Paralegal Studies; Bachelor of Arts in - Actuarial Science; Bachelor of Arts in Communication - Interpersonal/Organizational Communication; Bachelor of Business Administration - Accounting; Bachelor of Business Administration - Electronic Commerce / Digital Marketing; Bachelor of Business Administration - Entrepreneurship, Family, and Small Business; Bachelor of Business Administration - Finance; Bachelor of Business Administration - Financial Services; Bachelor of Business Administration - General Management; Bachelor of Business Administration - International Business; Bachelor of Business Administration - Management; Bachelor of Business Administration - Marketing; Bachelor of Business Administration - Organizational Leadership and Management; Bachelor of Business Administration - Professional Sales; Bachelor of Applied Organizational Technology; Bachelor of Applied Organizational Technology; Bachelor of Arts in Mathematics with Computer Science; Bachelor of Business Administration - Information Systems; Bachelor of Science in Chemical Engineering; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Science and Engineering; Bachelor of Science in Computer Science and Engineering Technology; Bachelor of Science in Electrical Engineering; Bachelor of Science in Electrical Engineering Technology; Bachelor of Science in Health Information Management; Bachelor of Science in Information Technology; Bachelor of Science in Mathematics with Computer Science; Bachelor of Science in Mechanical Engineering Technology; Accelerated Bachelor of Science in Bioengineering: Pre-Med; Bachelor of Arts in Anthropology; Bachelor of Arts in Biochemistry; Bachelor of Arts in Psychology; Bachelor of Medical Technology; Bachelor of Science in Athletic Training; Bachelor of Science in Biochemistry; Bachelor of Science in Bioengineering; Bachelor of Science in Biology; Bachelor of Science in Health Care Administration; Bachelor of Science in Health Information Administration; Bachelor of Science in Medical Technology; Bachelor of Science in Nursing; Bachelor of Science in Recreational Therapy; Bachelor of Science in Respiratory Care; Bachelor of Science in Speech Language Pathology; Bachelor of Arts in Astronomy; Bachelor of Arts in Chemistry; Bachelor of Arts in Environmental Studies; Bachelor of Arts in Geology; Bachelor of Arts in Mathematics - Applied Mathematics; Bachelor of Arts in Mathematics - Pure Mathematics; Bachelor of Arts in Mathematics - Statistics; Bachelor of Arts in Physics; Bachelor of Science in Chemistry; Bachelor of Science in Environmental Sciences; Bachelor of Science in Geology; Bachelor of Science in Mathematics - Actuarial Science; Bachelor of Science in Mathematics - Applied Mathematics; Bachelor of Science in Mathematics - Pure Mathematics; Bachelor of Science in Mathematics - Statistics; Bachelor of Science in Physics; Bachelor of Arts in American Studies; Bachelor of Arts in Asian Studies; Bachelor of Arts in Communication - Broadcasting; Bachelor of Arts in Communication - Journalism; Bachelor of Arts in Communication - Public Relations; Bachelor of Arts in Disability Studies; Bachelor of Arts in Economics; Bachelor of Arts in English - Creative Writing; Bachelor of Arts in Film/Video; Bachelor of Arts in General Studies; Bachelor of Arts in Global Studies; Bachelor of Arts in Liberal Studies; Bachelor of Arts in Political Science and Public Administration - Legal Studies; Bachelor of Arts in Religious Studies; Bachelor of Arts in Sociology; Bachelor of Arts in Women's and Gender Studies; Bachelor of Business Administration - Human Resource Management; Bachelor of Business Administration - Operations and Supply Chain Management; Bachelor of Business Administration - Supply Chain Management; Bachelor of Education and Bachelor of Arts in Middle Childhood Education; Bachelor of Education and Bachelor of Arts in Secondary - Adolescence to Young Adult Education: Integrated Language Arts; Bachelor of Education and Bachelor of Arts in Secondary - Adolescence to Young Adult Education: Integrated Mathematics; Bachelor of Education and Bachelor of Arts in Secondary - Adolescence to Young Adult Education: Integrated Science; Bachelor of Education and Bachelor of Arts in Secondary - Adolescence to Young Adult Education: Integrated Social Studies; Bachelor of Education and Bachelor of Science in Secondary - Adolescence to Young Adult Education: Integrated Language Arts; Bachelor of Education and Bachelor of Science in Secondary - Adolescence to Young Adult Education: Integrated Mathematics; Bachelor of Education and Bachelor of Science in Secondary - Adolescence to Young Adult Education: Integrated Science; Bachelor of Education and Bachelor of Science in Secondary - Adolescence to Young Adult Education: Integrated Social Studies; Bachelor of Education in Art Education; Bachelor of Education in Early Childhood Education; Bachelor of Education in Early Childhood Education - Fast-Track Degree Completion; Bachelor of Education in Middle Childhood Education; Bachelor of Education in Music Education; Bachelor of Education in Special Education-Intervention Specialist; Bachelor of Science in Africana Studies; Bachelor of Science in Criminal Justice; Bachelor of Science in Exercise Science; Bachelor of Science in Public Health; Bachelor of Social Work",
New York University (NYU),"BS in Leadership and Management Studies (concentration in Human Resources Management); BS in Leadership and Management Studies (concentration in International Business and Global Management); BS in Leadership and Management Studies (concentration in Organizational Management and Development); Applied Physics, B.S.; Biomolecular Science, B.S.; Business and Technology Management, B.S.; Chemical and Biomolecular Engineering, B.S.; Civil Engineering, B.S.; Computer Engineering, B.S.; Computer Science, B.S.; Electrical Engineering and Computer Engineering, B.S.; Electrical Engineering, B.S.; Integrated Design & Media, B.S.; Mathematics, B.S.; Mechanical Engineering, B.S.; Physics and Mathematics, B.S.; Science and Technology Studies, B.S.; Sustainable Urban Environments, B.S.; B.A. in Social Science (concentration in Organizational Behavior and Change); B.A. in Social Science (concentration in Organizational Behavior and Change)","MS in Professional Writing; MS in Translation & Interpreting; MS in Management and Systems (STEM); MS in Project Management (STEM); Online M.S. in Quantitative Management; M.A. in Counseling and Guidance; M.A. in Counseling for Mental Health and Wellness; M.S. in Communicative Sciences and Disorders; Online Master of Health Administration (MHA); SDG Online Master of Public Health; SDG Online Master of Public Health; SDG Online Master of Public Health; Biomedical Engineering, M.S.; Biotechnology and Entrepreneurship, M.S.; Biotechnology, M.S.; Chemical Engineering, M.S.; Civil Engineering, M.S.; Computer Engineering, M.S.; Computer Science, M.S.; Construction Management, M.S.; Cybersecurity Risk and Strategy, M.S.; Electrical Engineering, M.S.; Environmental Engineering, M.S.; Environmental Science, M.S.; Financial Engineering, MS; Industrial Engineering, M.S.; Integrated Design & Media, M.S.; M.S. in Bioinformatics; M.S. in Cybersecurity; M.S. in Industrial Engineering; M.S. in Management of Technology; Management of Technology, M.S.; Mathematical Sciences, M.S.; Mechanical Engineering, M.S.; Mechatronics and Robotics, M.S.; Transportation Management, M.S.; Transportation Planning and Engineering, M.S.; Executive LLM in Tax; M.S. in Human Resource Management and Development; MAT in Secondary Education, Grades 7–12, Initial Certification; Master of Arts in Journalism; Master of Arts in Journalism; Master of Arts in Journalism; Master of Studies in Law in Taxation"
NJSC KIMEP University,,
Pavlodar Pedagogical University,,
